ProductID,PeriodDate,AdhocFlag,LineofBusinessCode,SortOrder,Category,SecurityGroup,SecurityType,BookValue,MarketValue,GainOrLoss,PreTaxBookYield,PreTaxMarketYield,AfterTaxBookYield,AfterTaxMarketYield,TaxEquivalentBookYield,TaxEquivalentMarketYield,Coupon,EffectiveDuration,SecuritiesAtGainNumber,SecuritiesAtGainAmount,SecuritiesAtLossNumber,SecuritiesAtLossAmount,Weight,BenchmarkWeight,BenchmarkCoupon,YTW,BenchmarkYTW,ModifiedDuration,BenchmarkModifiedDuration,Convexity,BenchmarkConvexity,DailyReturn,BenchmarkDailyReturn,MTD,BenchmarkMTD,QTD,BenchmarkQTD,YTD,BenchmarkYTD,CummReturn,BenchmarkCummReturn,BenchmarkBookYield,BenchmarkMarketYield,BenchmarkEffectiveDuration,Liability
"USTR3230","2021-12-31","N","USTR",3,,,"Agency",,607883.74,,,,,,,,5.000,,,,,,0.38,2.17,1.738,3.27,1.18,16.10,4.09,3.54,0.35,0.66,0.05,-1.96,-0.29,0.93,-0.53,2.90,-1.27,2.90,-1.27,,,,
"USTR3230","2021-12-31","N","USTR",4,,,"Local Authority",,0.00,,,,,,,,0.000,,,,,,0.00,0.97,4.082,0.00,2.22,0.00,9.01,0.00,1.57,0.00,0.15,0.00,-1.06,0.00,0.26,0.00,0.66,0.00,0.66,,,,
"USTR3230","2021-12-31","N","USTR",5,,,"Sovereign",,95674.40,,,,,,,,4.000,,,,,,0.06,1.04,4.166,0.93,2.72,1.69,10.36,0.04,2.00,0.02,0.03,0.29,1.30,-0.54,1.77,-0.13,-2.98,-0.13,-2.98,,,,
"USTR3230","2021-12-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,1.39,1.473,0.00,1.08,0.00,3.75,0.00,0.22,0.00,0.01,0.00,-0.27,0.00,-0.63,0.00,-1.28,0.00,-1.28,,,,
"USTR3230","2021-12-31","N","USTR",7,,,"Industrial",,19705733.08,,,,,,,,3.988,,,,,,12.48,15.51,3.666,2.69,2.41,8.87,9.32,1.47,1.63,0.22,0.21,0.09,-0.04,0.33,0.44,-0.10,-0.89,-0.10,-0.89,,,,
"USTR3230","2021-12-31","N","USTR",8,,,"Utility",,6505653.05,,,,,,,,3.806,,,,,,4.12,2.11,3.654,2.42,2.62,8.51,10.53,1.63,1.91,0.25,0.32,-0.24,-0.70,0.67,0.31,-0.06,-2.15,-0.06,-2.15,,,,
"USTR3230","2021-12-31","N","USTR",9,,,"Finance",,15373495.19,,,,,,,,3.490,,,,,,9.75,8.09,3.319,2.33,2.08,6.17,6.35,0.67,0.80,0.09,0.11,0.19,0.00,-0.34,-0.20,-0.05,-1.05,-0.05,-1.05,,,,
"USTR3230","2021-12-31","N","USTR",10,,,"MBS Pass Thru",,29825893.86,,,,,,,,2.805,,,,,,18.92,27.54,2.647,1.91,1.98,4.63,4.85,0.44,0.50,0.12,0.13,-0.08,-0.09,-0.55,-0.37,-0.99,-1.04,-0.99,-1.04,,,,
"USTR3230","2021-12-31","N","USTR",11,,,"Asset Backed",,11814326.57,,,,,,,,3.261,,,,,,7.50,0.30,1.209,2.15,1.10,2.60,2.20,0.10,0.09,-0.04,0.02,-0.07,-0.16,-0.39,-0.57,1.37,-0.34,1.37,-0.34,,,,
"USTR3230","2021-12-31","N","USTR",12,,,"CMBS",,19111969.26,,,,,,,,3.715,,,,,,12.14,2.01,3.078,4.13,1.88,4.43,4.95,0.27,0.34,-0.03,0.07,-0.17,-0.16,-0.49,-0.64,6.81,-1.16,6.81,-1.16,,,,
"USTR3230","2021-12-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3230","2021-12-31","N","USTR",14,,,"CMO",,8662676.72,,,,,,,,2.043,,,,,,5.49,0.00,0.000,1.99,0.00,5.61,0.00,0.48,0.00,0.20,0.00,0.23,0.00,-0.31,0.00,2.66,0.00,2.66,0.00,,,,
"USTR3230","2021-12-31","N","USTR",15,,,"CLO / Other",,12806213.35,,,,,,,,2.490,,,,,,8.14,0.00,0.000,2.68,0.00,5.33,0.00,0.37,0.00,-0.10,0.00,0.13,0.00,0.45,0.00,1.60,0.00,1.60,0.00,,,,
"USTR3230","2021-12-31","N","USTR",16,,,"TOTAL",,157724525.68,,,,,,,,3.006,,,,,,100.00,100.00,2.440,2.38,1.75,7.22,6.68,1.00,0.96,0.15,0.15,-0.16,-0.26,0.21,0.01,0.20,-1.54,0.20,-1.54,,,,
"USTR3248","2021-12-31","N","USTR",1,,,"Cash",,406972.60,,,,,,,,1.500,,,,,,3.36,0.00,0.000,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.38,0.00,1.51,0.00,1.51,0.00,,,,
"USTR3248","2021-12-31","N","USTR",2,,,"Treasury",,1096305.48,,,,,,,,0.597,,,,,,9.04,0.09,0.000,1.05,1.78,3.88,15.07,0.23,2.35,0.04,0.33,-0.28,-1.67,-0.71,2.01,-8.64,-4.49,-8.64,-4.49,,,,
"USTR3248","2021-12-31","N","USTR",3,,,"Agency",,60669.98,,,,,,,,4.369,,,,,,0.50,0.00,0.000,3.08,0.00,14.94,0.00,2.89,0.00,0.52,0.00,-0.58,0.00,1.20,0.00,4.37,0.00,4.37,0.00,,,,
"USTR3248","2021-12-31","N","USTR",4,,,"Local Authority",,63853.60,,,,,,,,7.300,,,,,,0.53,0.00,0.000,3.06,0.00,11.51,0.00,1.75,0.00,0.08,0.00,-0.79,0.00,0.95,0.00,0.04,0.00,0.04,0.00,,,,
"USTR3248","2021-12-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3248","2021-12-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3248","2021-12-31","N","USTR",7,,,"Industrial",,4841151.54,,,,,,,,3.353,,,,,,39.87,69.95,3.273,2.14,1.79,8.28,6.49,1.28,0.72,0.17,0.13,-0.14,0.12,0.03,-0.03,-2.24,-1.68,-2.24,-1.68,,,,
"USTR3248","2021-12-31","N","USTR",8,,,"Utility",,1979739.05,,,,,,,,3.721,,,,,,16.29,12.64,4.246,2.31,2.43,8.34,8.35,1.25,1.07,0.25,0.24,-0.53,-0.39,-0.30,-0.02,-1.81,-1.59,-1.81,-1.59,,,,
"USTR3248","2021-12-31","N","USTR",9,,,"Finance",,3475067.81,,,,,,,,3.315,,,,,,28.65,17.32,3.739,1.74,1.93,4.88,6.38,0.52,0.71,0.07,0.12,0.05,0.00,-0.23,-0.08,-0.77,-1.53,-0.77,-1.53,,,,
"USTR3248","2021-12-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.34,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.22,0.00,0.97,0.00,4.33,0.00,4.33,0.00,,,,
"USTR3248","2021-12-31","N","USTR",11,,,"Asset Backed",,101320.38,,,,,,,,2.540,,,,,,0.84,0.00,0.000,2.18,0.00,3.32,0.00,0.12,0.00,0.01,0.00,-0.26,0.00,-0.77,0.00,-0.45,0.00,-0.45,0.00,,,,
"USTR3248","2021-12-31","N","USTR",12,,,"CMBS",,72513.15,,,,,,,,4.388,,,,,,0.60,0.00,0.000,5.54,0.00,3.61,0.00,0.14,0.00,0.04,0.00,-1.92,0.00,-0.60,0.00,6.17,0.00,6.17,0.00,,,,
"USTR3248","2021-12-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3248","2021-12-31","N","USTR",14,,,"CMO",,40716.01,,,,,,,,3.753,,,,,,0.00,0.00,0.000,2.71,0.00,1.65,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3248","2021-12-31","N","USTR",15,,,"CLO / Other",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3248","2021-12-31","N","USTR",16,,,"TOTAL",,12138309.60,,,,,,,,3.118,,,,,,100.00,100.00,3.474,1.96,1.89,6.60,6.72,0.91,0.76,0.14,0.14,-0.18,0.04,-0.16,-0.03,-1.63,-1.64,-1.63,-1.64,,,,
"USTR3266","2021-12-31","N","USTR",1,,,"Cash",,36307003.54,,,,,,,,0.000,,,,,,100.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3266","2021-12-31","N","USTR",2,,,"Treasury",,0.00,,,,,,,,0.000,,,,,,0.00,4.20,0.000,0.00,2.03,0.00,23.98,0.00,5.97,0.00,0.83,0.00,-2.32,0.00,4.27,0.00,-6.79,0.00,-6.79,,,,
"USTR3266","2021-12-31","N","USTR",3,,,"Agency",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3266","2021-12-31","N","USTR",4,,,"Local Authority",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3266","2021-12-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3266","2021-12-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3266","2021-12-31","N","USTR",7,,,"Industrial",,0.00,,,,,,,,0.000,,,,,,0.00,67.43,3.176,0.00,1.77,0.00,6.87,0.00,0.92,0.00,0.14,0.00,0.03,0.00,0.06,0.00,-1.79,0.00,-1.79,,,,
"USTR3266","2021-12-31","N","USTR",8,,,"Utility",,0.00,,,,,,,,0.000,,,,,,0.00,12.00,4.040,0.00,2.42,0.00,9.12,0.00,1.40,0.00,0.26,0.00,-0.54,0.00,0.08,0.00,-1.93,0.00,-1.93,,,,
"USTR3266","2021-12-31","N","USTR",9,,,"Finance",,0.00,,,,,,,,0.000,,,,,,0.00,16.37,3.592,0.00,1.87,0.00,6.59,0.00,0.86,0.00,0.13,0.00,-0.05,0.00,-0.02,0.00,-1.38,0.00,-1.38,,,,
"USTR3266","2021-12-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3266","2021-12-31","N","USTR",11,,,"Asset Backed",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3266","2021-12-31","N","USTR",12,,,"CMBS",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3266","2021-12-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3266","2021-12-31","N","USTR",14,,,"CMO",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3266","2021-12-31","N","USTR",15,,,"CLO / Other",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3266","2021-12-31","N","USTR",16,,,"TOTAL",,36307003.54,,,,,,,,0.000,,,,,,100.00,100.00,3.215,0.00,1.88,0.00,7.82,0.00,1.18,0.00,0.18,0.00,-0.15,0.00,0.24,0.00,-1.87,0.00,-1.87,,,,
"USTR3281","2021-12-31","N","USTR",1,,,"Cash",,6282210.03,,,,,,,,1.500,,,,,,10.43,0.00,0.000,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.38,0.00,1.51,0.00,1.51,0.00,,,,
"USTR3281","2021-12-31","N","USTR",2,,,"Treasury",,14132415.62,,,,,,,,0.140,,,,,,23.27,14.28,0.000,1.93,2.03,20.12,24.77,4.54,6.35,0.81,0.83,-1.57,-2.46,3.19,4.59,-6.56,-6.67,-6.56,-6.67,,,,
"USTR3281","2021-12-31","N","USTR",3,,,"Agency",,1352355.69,,,,,,,,4.893,,,,,,2.24,0.00,0.000,2.02,0.00,4.81,0.00,0.56,0.00,0.10,0.00,-0.28,0.00,0.23,0.00,0.65,0.00,0.65,0.00,,,,
"USTR3281","2021-12-31","N","USTR",4,,,"Local Authority",,556632.01,,,,,,,,6.800,,,,,,0.92,0.00,0.000,3.18,0.00,12.53,0.00,2.12,0.00,0.12,0.00,-1.37,0.00,0.55,0.00,-0.26,0.00,-0.26,0.00,,,,
"USTR3281","2021-12-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3281","2021-12-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3281","2021-12-31","N","USTR",7,,,"Industrial",,15495023.55,,,,,,,,3.939,,,,,,25.66,59.10,3.423,2.05,2.08,9.10,9.46,1.48,1.56,0.22,0.23,-0.37,-0.10,0.05,0.50,-2.60,-2.43,-2.60,-2.43,,,,
"USTR3281","2021-12-31","N","USTR",8,,,"Utility",,6781968.07,,,,,,,,4.127,,,,,,11.21,12.58,4.163,2.70,2.65,12.19,11.34,2.33,2.00,0.41,0.35,-1.13,-0.76,0.17,0.35,-2.49,-2.41,-2.49,-2.41,,,,
"USTR3281","2021-12-31","N","USTR",9,,,"Finance",,12731741.19,,,,,,,,3.741,,,,,,21.11,14.04,3.668,1.56,2.13,5.44,9.37,0.68,1.58,0.11,0.21,-0.21,-0.17,-0.24,0.34,-1.37,-1.79,-1.37,-1.79,,,,
"USTR3281","2021-12-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3281","2021-12-31","N","USTR",11,,,"Asset Backed",,0.00,,,,,,,,0.000,,,,,,0.31,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,-0.06,0.00,0.16,0.00,1.30,0.00,1.30,0.00,,,,
"USTR3281","2021-12-31","N","USTR",12,,,"CMBS",,2733211.40,,,,,,,,3.544,,,,,,4.54,0.00,0.000,3.37,0.00,5.88,0.00,0.48,0.00,0.03,0.00,-0.38,0.00,-0.53,0.00,3.25,0.00,3.25,0.00,,,,
"USTR3281","2021-12-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3281","2021-12-31","N","USTR",14,,,"CMO",,373562.02,,,,,,,,2.297,,,,,,0.31,0.00,0.000,1.26,0.00,6.46,0.00,0.51,0.00,0.02,0.00,-0.73,0.00,-0.06,0.00,-1.10,0.00,-1.10,0.00,,,,
"USTR3281","2021-12-31","N","USTR",15,,,"CLO / Other",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3281","2021-12-31","N","USTR",16,,,"TOTAL",,60439119.57,,,,,,,,2.796,,,,,,100.00,100.00,3.062,2.00,2.15,10.08,11.87,1.90,2.30,0.32,0.33,-0.67,-0.54,0.73,1.06,-2.71,-2.78,-2.71,-2.78,,,,
"USTR3327","2021-12-31","N","USTR",1,,,"Cash",,24271749.86,,,,,,,,1.500,,,,,,98.69,0.00,0.000,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.38,0.00,1.51,0.00,1.51,0.00,,,,
"USTR3327","2021-12-31","N","USTR",2,,,"Treasury",,0.00,,,,,,,,0.000,,,,,,0.00,38.88,1.580,0.00,1.23,0.00,6.97,0.00,1.07,0.00,0.15,0.00,-0.51,0.00,0.18,-1.67,-2.32,-1.67,-2.32,,,,
"USTR3327","2021-12-31","N","USTR",3,,,"Agency",,35779.11,,,,,,,,3.432,,,,,,0.15,2.17,1.738,2.83,1.18,11.44,4.09,1.57,0.35,0.01,0.05,0.27,-0.29,0.81,-0.53,-0.52,-1.27,-0.52,-1.27,,,,
"USTR3327","2021-12-31","N","USTR",4,,,"Local Authority",,93645.00,,,,,,,,6.840,,,,,,0.38,0.97,4.082,2.93,2.22,5.67,9.01,0.39,1.57,0.02,0.15,1.35,-1.06,1.67,0.26,0.31,0.66,0.31,0.66,,,,
"USTR3327","2021-12-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,1.04,4.166,0.00,2.72,0.00,10.36,0.00,2.00,0.00,0.03,0.00,1.30,0.00,1.77,0.23,-2.98,0.23,-2.98,,,,
"USTR3327","2021-12-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,1.39,1.473,0.00,1.08,0.00,3.75,0.00,0.22,0.00,0.01,0.00,-0.27,0.00,-0.63,0.00,-1.28,0.00,-1.28,,,,
"USTR3327","2021-12-31","N","USTR",7,,,"Industrial",,0.00,,,,,,,,0.000,,,,,,0.00,15.51,3.666,0.00,2.41,0.00,9.32,0.00,1.63,0.00,0.21,0.00,-0.04,0.00,0.44,-0.05,-0.89,-0.05,-0.89,,,,
"USTR3327","2021-12-31","N","USTR",8,,,"Utility",,0.00,,,,,,,,0.000,,,,,,0.00,2.11,3.654,0.00,2.62,0.00,10.53,0.00,1.91,0.00,0.32,0.00,-0.70,0.00,0.31,-1.56,-2.15,-1.56,-2.15,,,,
"USTR3327","2021-12-31","N","USTR",9,,,"Finance",,0.00,,,,,,,,0.000,,,,,,0.00,8.09,3.319,0.00,2.08,0.00,6.35,0.00,0.80,0.00,0.11,0.00,0.00,0.00,-0.20,0.13,-1.05,0.13,-1.05,,,,
"USTR3327","2021-12-31","N","USTR",10,,,"MBS Pass Thru",,902.45,,,,,,,,2.680,,,,,,0.00,27.54,2.647,1.19,1.98,2.61,4.85,0.11,0.50,0.02,0.13,-0.13,-0.09,-0.43,-0.37,-5.04,-1.04,-5.04,-1.04,,,,
"USTR3327","2021-12-31","N","USTR",11,,,"Asset Backed",,190800.84,,,,,,,,2.081,,,,,,0.78,0.30,1.209,2.10,1.10,3.08,2.20,0.11,0.09,-0.30,0.02,-0.09,-0.16,-0.69,-0.57,-0.22,-0.34,-0.22,-0.34,,,,
"USTR3327","2021-12-31","N","USTR",12,,,"CMBS",,0.00,,,,,,,,0.000,,,,,,0.00,2.01,3.078,0.00,1.88,0.00,4.95,0.00,0.34,0.00,0.07,0.00,-0.16,0.00,-0.64,1.64,-1.16,1.64,-1.16,,,,
"USTR3327","2021-12-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3327","2021-12-31","N","USTR",14,,,"CMO",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.39,0.00,-3.39,0.00,,,,
"USTR3327","2021-12-31","N","USTR",15,,,"CLO / Other",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3327","2021-12-31","N","USTR",16,,,"TOTAL",,24592877.26,,,,,,,,1.528,,,,,,100.00,100.00,2.440,1.51,1.75,0.06,6.68,0.00,0.96,0.00,0.15,0.13,-0.26,0.38,0.01,0.58,-1.54,0.58,-1.54,,,,
"USTR3369","2021-12-31","N","USTR",1,,,"Cash",,772149.08,,,,,,,,0.000,,,,,,3.49,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,1.26,0.00,1.26,0.00,,,,
"USTR3369","2021-12-31","N","USTR",2,,,"Treasury",,2105506.55,,,,,,,,0.249,,,,,,9.44,10.00,0.000,1.94,2.03,21.21,24.63,5.00,6.28,0.69,0.83,-2.01,-2.43,3.27,4.53,-7.46,-6.69,-7.46,-6.69,,,,
"USTR3369","2021-12-31","N","USTR",3,,,"Agency",,273014.89,,,,,,,,4.369,,,,,,1.23,0.00,0.000,3.08,0.00,14.94,0.00,2.89,0.00,0.52,0.00,-0.58,0.00,1.20,0.00,2.69,0.00,2.69,0.00,,,,
"USTR3369","2021-12-31","N","USTR",4,,,"Local Authority",,167615.70,,,,,,,,7.300,,,,,,0.76,0.00,0.000,3.06,0.00,11.51,0.00,1.75,0.00,0.08,0.00,-0.79,0.00,0.95,0.00,0.04,0.00,0.04,0.00,,,,
"USTR3369","2021-12-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3369","2021-12-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3369","2021-12-31","N","USTR",7,,,"Industrial",,6759782.82,,,,,,,,3.842,,,,,,30.44,62.58,3.327,2.51,1.95,11.86,8.36,2.22,1.28,0.28,0.19,-0.26,-0.04,0.67,0.31,-2.17,-2.16,-2.17,-2.16,,,,
"USTR3369","2021-12-31","N","USTR",8,,,"Utility",,3622001.87,,,,,,,,4.001,,,,,,16.30,12.42,4.128,2.64,2.56,11.38,10.48,2.09,1.76,0.37,0.32,-1.11,-0.68,0.30,0.24,-2.28,-2.21,-2.28,-2.21,,,,
"USTR3369","2021-12-31","N","USTR",9,,,"Finance",,6316228.80,,,,,,,,3.188,,,,,,28.48,15.00,3.647,2.09,2.02,6.71,8.17,0.81,1.26,0.13,0.17,-0.09,-0.12,-0.16,0.18,-1.11,-1.60,-1.11,-1.60,,,,
"USTR3369","2021-12-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,-0.27,0.00,1.01,0.00,1.01,0.00,,,,
"USTR3369","2021-12-31","N","USTR",11,,,"Asset Backed",,192813.71,,,,,,,,1.792,,,,,,0.87,0.00,0.000,2.28,0.00,4.30,0.00,0.19,0.00,-0.05,0.00,-0.53,0.00,-1.55,0.00,0.26,0.00,0.26,0.00,,,,
"USTR3369","2021-12-31","N","USTR",12,,,"CMBS",,1752921.64,,,,,,,,3.843,,,,,,7.92,0.00,0.000,3.67,0.00,5.94,0.00,0.47,0.00,-0.02,0.00,-0.43,0.00,-0.17,0.00,4.47,0.00,4.47,0.00,,,,
"USTR3369","2021-12-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3369","2021-12-31","N","USTR",14,,,"CMO",,238229.65,,,,,,,,2.537,,,,,,1.08,0.00,0.000,1.34,0.00,4.63,0.00,0.23,0.00,-0.39,0.00,-0.41,0.00,-0.41,0.00,-0.41,0.00,-0.41,0.00,,,,
"USTR3369","2021-12-31","N","USTR",15,,,"CLO / Other",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR3369","2021-12-31","N","USTR",16,,,"TOTAL",,22200264.72,,,,,,,,3.208,,,,,,100.00,100.00,3.142,2.36,2.05,10.21,10.22,1.81,1.84,0.25,0.27,-0.51,-0.38,0.63,0.72,-1.91,-2.39,-1.91,-2.39,,,,
"USTR346","2021-12-31","N","USTR",1,,,"Cash",,330976.05,,,,,,,,0.000,,,,,,1.36,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,1.26,0.00,1.26,0.00,,,,
"USTR346","2021-12-31","N","USTR",2,,,"Treasury",,11574018.60,,,,,,,,1.319,,,,,,47.82,38.88,1.580,1.28,1.23,7.63,6.97,1.12,1.07,0.16,0.15,-0.52,-0.51,0.31,0.18,-2.32,-2.32,-2.32,-2.32,,,,
"USTR346","2021-12-31","N","USTR",3,,,"Agency",,79289.18,,,,,,,,5.000,,,,,,0.33,2.17,1.738,3.27,1.18,16.10,4.09,3.54,0.35,0.66,0.05,-1.96,-0.29,0.93,-0.53,2.90,-1.27,2.90,-1.27,,,,
"USTR346","2021-12-31","N","USTR",4,,,"Local Authority",,0.00,,,,,,,,0.000,,,,,,0.00,0.97,4.082,0.00,2.22,0.00,9.01,0.00,1.57,0.00,0.15,0.00,-1.06,0.00,0.26,0.00,0.66,0.00,0.66,,,,
"USTR346","2021-12-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,1.04,4.166,0.00,2.72,0.00,10.36,0.00,2.00,0.00,0.03,0.00,1.30,0.00,1.77,0.00,-2.98,0.00,-2.98,,,,
"USTR346","2021-12-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,1.39,1.473,0.00,1.08,0.00,3.75,0.00,0.22,0.00,0.01,0.00,-0.27,0.00,-0.63,0.00,-1.28,0.00,-1.28,,,,
