ProductID,PeriodDate,AdhocFlag,LineofBusinessCode,SortOrder,Category,Description,Value,BenchmarkValue
"USTR2892","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","2.804082554335114",
"USTR2892","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","15.381438139646487",
"USTR2911","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.51780925155525",
"USTR2911","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","18.44711392010677",
"USTR2922","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.5327826231928847",
"USTR2922","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","18.657781526820038",
"USTR2995","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","2.795709000957704",
"USTR2995","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","15.306831048181971",
"USTR3010","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","0.42561204106237216",
"USTR3010","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","1.7624787149687393",
"USTR303","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.418299728992132",
"USTR303","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","6.791155330083408",
"USTR3083","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.2717808233364134",
"USTR3083","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","6.884797776482106",
"USTR3093","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","2.1414932244633507",
"USTR3093","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","6.744475186269046",
"USTR3165","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.637065027055836",
"USTR3165","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","11.017607848955025",
"USTR3218","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.2065010288421274",
"USTR3218","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","7.44117678719406",
