ProductID,PeriodDate,AdhocFlag,LineofBusinessCode,SortOrder,EquityFlag,TaxType,BenchmarkFlag,PerformanceType,Description,MTD,QTD,YTD,PriorYear,PriorTwoYear,PriorThreeYear,PriorFourYear,PriorFiveYear,PriorSevenYear,PriorTenYear,CYPriorYear,CYPriorTwoYear,CYPriorThreeYear,CYPriorFourYear,CYPriorFiveYear,CYPriorSixYear,CYPriorSevenYear,CYPriorEightYear,CYPriorNineYear,CYPriorTenYear,CYPriorElevenYear,CYPriorTwelveYear,SinceInceptionReturn,InceptionDate,ValueAdded,Risk,TrackingError,InfoRatio,PriorThreeMonth,PriorSixMonth,PriorNineMonth
"USTR144831","2022-03-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-2.82,-11.23,-11.23,-4.24,2.09,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,-0.28,"2019-12-31",,,,,,,
"USTR145021","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-2.13,-5.34,-5.34,-3.38,0.39,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,0.39,"2020-03-31",,,,,,,
"USTR145021","2022-03-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-1.95,-4.81,-4.81,-2.98,-0.41,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,-0.41,"2020-03-31",,,,,,,
"USTR146479","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-2.89,-7.82,-7.82,-3.59,-1.41,3.33,3.88,0.00,0.00,0.00,,,,,,,,,,,,,3.08,"2017-11-30",,,,,,,
"USTR146479","2022-03-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-2.80,-7.67,-7.67,-3.38,-1.46,3.34,3.73,0.00,0.00,0.00,,,,,,,,,,,,,3.03,"2017-11-30",,,,,,,
"USTR151582","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",0.13,0.37,0.37,1.70,2.57,3.93,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4.73,"2018-10-31",,,,,,,
"USTR151582","2022-03-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-2.45,-4.51,-4.51,-4.10,-1.09,1.50,0.00,0.00,0.00,0.00,,,,,,,,,,,,,2.53,"2018-10-31",,,,,,,
"USTR153582","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-0.75,-0.22,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1.49,"2021-07-08",,,,,,,
"USTR153582","2022-03-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-2.69,-5.16,-5.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,-5.18,"2021-07-08",,,,,,,
"USTR153960","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-3.30,-8.92,-8.92,-3.32,-3.05,3.74,0.00,0.00,0.00,0.00,,,,,,,,,,,,,5.22,"2018-09-30",,,,,,,
