ProductID,PeriodDate,AdhocFlag,LineofBusinessCode,SortOrder,Category,SecurityGroup,SecurityType,BookValue,MarketValue,GainOrLoss,PreTaxBookYield,PreTaxMarketYield,AfterTaxBookYield,AfterTaxMarketYield,TaxEquivalentBookYield,TaxEquivalentMarketYield,Coupon,EffectiveDuration,SecuritiesAtGainNumber,SecuritiesAtGainAmount,SecuritiesAtLossNumber,SecuritiesAtLossAmount,Weight,BenchmarkWeight,BenchmarkCoupon,YTW,BenchmarkYTW,ModifiedDuration,BenchmarkModifiedDuration,Convexity,BenchmarkConvexity,DailyReturn,BenchmarkDailyReturn,MTD,BenchmarkMTD,QTD,BenchmarkQTD,YTD,BenchmarkYTD,CummReturn,BenchmarkCummReturn,BenchmarkBookYield,BenchmarkMarketYield,BenchmarkEffectiveDuration,Liability,BenchmarkMarketValue
"USTR3920","2022-03-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,27.64,2.607,0.00,2.99,0.00,5.71,0.00,0.66,0.00,0.03,0.00,-2.60,0.00,-4.97,0.00,-4.97,-2.14,-4.92,,,,,
"USTR3920","2022-03-31","N","USTR",11,,,"Asset Backed",,264969.18,,,,,,,,2.272,,,,,,0.97,0.30,1.200,4.21,2.81,4.68,2.15,0.24,0.08,-2.40,0.03,-3.95,-1.71,-6.90,-2.88,-6.90,-2.88,-6.80,-3.06,,,,,
"USTR3920","2022-03-31","N","USTR",12,,,"CMBS",,897833.63,,,,,,,,3.835,,,,,,3.27,1.97,3.055,6.48,3.26,4.41,4.82,0.26,0.33,0.21,0.02,-2.48,-2.90,-3.76,-5.59,-3.76,-5.59,-1.25,-4.46,,,,,
"USTR3920","2022-03-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR3920","2022-03-31","N","USTR",14,,,"CMO",,38138.04,,,,,,,,2.012,,,,,,0.14,0.00,0.000,2.87,0.00,5.57,0.00,0.33,0.00,-0.62,0.00,-0.64,0.00,-2.55,0.00,-2.55,0.00,-1.71,0.00,,,,,
"USTR3920","2022-03-31","N","USTR",15,,,"CLO / Other",,449857.54,,,,,,,,1.877,,,,,,1.64,0.00,0.000,1.95,0.00,6.26,0.00,0.44,0.00,-0.07,0.00,0.13,0.00,-0.08,0.00,-0.08,0.00,-0.39,0.00,,,,,
"USTR3920","2022-03-31","N","USTR",16,,,"TOTAL",,27423225.52,,,,,,,,2.836,,,,,,100.00,100.00,2.419,3.36,2.91,12.14,6.64,2.44,0.93,0.21,0.07,-3.18,-2.78,-8.81,-5.93,-8.81,-5.93,-5.57,-4.15,,,,,
"USTR402","2022-03-31","N","USTR",1,,,"Cash",,347718.36,,,,,,,,0.000,,,,,,0.45,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,,,,,
"USTR402","2022-03-31","N","USTR",2,,,"Treasury",,20418368.48,,,,,,,,1.720,,,,,,26.49,39.76,1.586,2.45,2.41,11.75,6.67,2.05,0.99,0.19,0.07,-4.47,-3.11,-7.89,-5.58,-7.89,-5.58,-3.68,-3.67,,,,,
"USTR402","2022-03-31","N","USTR",3,,,"Agency",,214272.77,,,,,,,,5.000,,,,,,0.28,2.14,1.724,4.54,2.56,14.99,3.89,3.16,0.32,0.68,0.04,-1.14,-2.37,-17.01,-4.24,-17.01,-4.24,-8.36,-3.85,,,,,
"USTR402","2022-03-31","N","USTR",4,,,"Local Authority",,0.00,,,,,,,,0.000,,,,,,0.00,0.92,4.098,0.00,3.37,0.00,8.39,0.00,1.44,0.00,0.31,0.00,-4.64,0.00,-8.17,0.00,-8.17,0.00,-4.16,,,,,
"USTR402","2022-03-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,1.03,4.142,0.00,3.68,0.00,9.87,0.00,1.82,0.00,0.06,0.00,-0.55,0.00,-7.01,0.00,-7.01,0.00,-3.48,,,,,
"USTR402","2022-03-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,1.39,1.428,0.00,2.45,0.00,3.59,0.00,0.20,0.00,0.02,0.00,-2.40,0.00,-4.05,0.00,-4.05,0.00,-3.93,,,,,
"USTR402","2022-03-31","N","USTR",7,,,"Industrial",,8233143.40,,,,,,,,4.068,,,,,,10.68,14.89,3.660,3.93,3.59,8.49,8.80,1.36,1.48,0.05,0.11,-1.99,-2.47,-7.28,-8.03,-7.28,-8.03,-3.68,-4.10,,,,,
"USTR402","2022-03-31","N","USTR",8,,,"Utility",,2818295.60,,,,,,,,3.862,,,,,,3.66,2.05,3.634,3.62,3.72,8.78,9.93,1.73,1.73,0.25,0.27,-1.55,-2.55,-6.62,-8.80,-6.62,-8.80,-2.74,-4.50,,,,,
"USTR402","2022-03-31","N","USTR",9,,,"Finance",,6978188.54,,,,,,,,3.514,,,,,,9.05,7.91,3.306,3.77,3.54,5.80,6.05,0.58,0.73,0.07,0.06,-2.66,-2.61,-6.47,-6.72,-6.47,-6.72,-4.27,-4.33,,,,,
"USTR402","2022-03-31","N","USTR",10,,,"MBS Pass Thru",,11527390.34,,,,,,,,2.993,,,,,,14.96,27.64,2.607,3.42,2.99,5.15,5.71,0.51,0.66,0.00,0.03,-2.64,-2.60,-5.31,-4.97,-5.31,-4.97,-5.28,-4.92,,,,,
"USTR402","2022-03-31","N","USTR",11,,,"Asset Backed",,4487566.55,,,,,,,,3.333,,,,,,5.82,0.30,1.200,4.50,2.81,2.39,2.15,0.09,0.08,-0.94,0.03,-1.54,-1.71,-2.80,-2.88,-2.80,-2.88,-1.77,-3.06,,,,,
"USTR402","2022-03-31","N","USTR",12,,,"CMBS",,10687993.03,,,,,,,,3.728,,,,,,13.87,1.97,3.055,5.57,3.26,4.09,4.82,0.23,0.33,-0.21,0.02,-2.68,-2.90,-4.67,-5.59,-4.67,-5.59,-1.35,-4.46,,,,,
"USTR402","2022-03-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR402","2022-03-31","N","USTR",14,,,"CMO",,4984988.23,,,,,,,,2.394,,,,,,6.47,0.00,0.000,3.06,0.00,6.92,0.00,0.73,0.00,-1.66,0.00,-1.75,0.00,-3.89,0.00,-3.89,0.00,-1.53,0.00,,,,,
"USTR402","2022-03-31","N","USTR",15,,,"CLO / Other",,6371474.73,,,,,,,,2.513,,,,,,8.27,0.00,0.000,2.76,0.00,6.29,0.00,0.48,0.00,-0.34,0.00,-0.20,0.00,-0.53,0.00,-0.53,0.00,0.79,0.00,,,,,
"USTR402","2022-03-31","N","USTR",16,,,"TOTAL",,77069400.04,,,,,,,,2.885,,,,,,100.00,100.00,2.419,3.53,2.91,7.35,6.64,1.01,0.93,-0.15,0.07,-2.67,-2.78,-5.75,-5.93,-5.75,-5.93,-3.15,-4.15,,,,,
"USTR4048","2022-03-31","N","USTR",1,,,"Cash",,126455025.89,,,,,,,,0.000,,,,,,100.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR4048","2022-03-31","N","USTR",2,,,"Treasury",,0.00,,,,,,,,0.000,,,,,,0.00,12.33,0.000,0.00,2.65,0.00,24.51,0.00,6.22,0.00,0.27,0.00,-6.45,0.00,-13.59,0.00,-13.59,0.00,-1.28,,,,,
"USTR4048","2022-03-31","N","USTR",3,,,"Agency",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR4048","2022-03-31","N","USTR",4,,,"Local Authority",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR4048","2022-03-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR4048","2022-03-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR4048","2022-03-31","N","USTR",7,,,"Industrial",,0.00,,,,,,,,0.000,,,,,,0.00,61.26,3.315,0.00,3.10,0.00,8.46,0.00,1.32,0.00,0.12,0.00,-2.35,0.00,-7.09,0.00,-7.09,0.00,-3.80,,,,,
"USTR4048","2022-03-31","N","USTR",8,,,"Utility",,0.00,,,,,,,,0.000,,,,,,0.00,12.53,4.035,0.00,3.60,0.00,10.01,0.00,1.65,0.00,0.27,0.00,-2.73,0.00,-8.80,0.00,-8.80,0.00,-4.45,,,,,
"USTR4048","2022-03-31","N","USTR",9,,,"Finance",,0.00,,,,,,,,0.000,,,,,,0.00,13.88,3.688,0.00,3.25,0.00,7.87,0.00,1.15,0.00,0.12,0.00,-2.58,0.00,-7.46,0.00,-7.46,0.00,-4.44,,,,,
"USTR4048","2022-03-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR4048","2022-03-31","N","USTR",11,,,"Asset Backed",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR4048","2022-03-31","N","USTR",12,,,"CMBS",,145.16,,,,,,,,2.500,,,,,,0.00,0.00,0.000,2.56,0.00,1.17,0.00,0.01,0.00,-0.01,0.00,-0.53,0.00,-1.06,0.00,-1.06,0.00,-2.01,0.00,,,,,
"USTR4048","2022-03-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR4048","2022-03-31","N","USTR",14,,,"CMO",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR4048","2022-03-31","N","USTR",15,,,"CLO / Other",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR4048","2022-03-31","N","USTR",16,,,"TOTAL",,126455171.06,,,,,,,,0.000,,,,,,100.00,100.00,3.048,0.00,3.13,0.00,10.55,0.00,1.94,0.00,0.16,0.00,-2.92,0.00,-8.13,0.00,-8.13,0.00,-3.50,,,,,
"USTR4049","2022-03-31","N","USTR",1,,,"Cash",,79691.37,,,,,,,,0.000,,,,,,0.31,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.00,,,,,
"USTR4049","2022-03-31","N","USTR",2,,,"Treasury",,3480110.32,,,,,,,,0.454,,,,,,13.54,9.54,0.000,2.63,2.65,18.52,24.43,3.90,6.18,0.22,0.26,-5.37,-6.44,-11.14,-13.57,-11.14,-13.57,-1.75,-1.33,,,,,
"USTR4049","2022-03-31","N","USTR",3,,,"Agency",,337579.81,,,,,,,,3.105,,,,,,1.31,0.00,0.000,3.53,0.00,9.13,0.00,1.46,0.00,0.06,0.00,-2.04,0.00,-9.17,0.00,-9.17,0.00,-5.66,0.00,,,,,
"USTR4049","2022-03-31","N","USTR",4,,,"Local Authority",,247062.52,,,,,,,,6.537,,,,,,0.96,0.00,0.000,4.19,0.00,12.27,0.00,2.12,0.00,0.35,0.00,-6.50,0.00,-10.35,0.00,-10.35,0.00,-4.50,0.00,,,,,
"USTR4049","2022-03-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR4049","2022-03-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR4049","2022-03-31","N","USTR",7,,,"Industrial",,7627896.04,,,,,,,,3.494,,,,,,29.69,63.44,3.251,3.36,3.05,9.47,7.79,1.59,1.16,0.17,0.11,-2.18,-2.27,-7.67,-6.66,-7.67,-6.66,-3.66,-3.74,,,,,
"USTR4049","2022-03-31","N","USTR",8,,,"Utility",,4544409.95,,,,,,,,3.896,,,,,,17.69,12.50,3.998,3.66,3.56,10.32,9.46,1.79,1.51,0.26,0.25,-2.51,-2.69,-8.92,-8.45,-8.92,-8.45,-4.53,-4.38,,,,,
"USTR4049","2022-03-31","N","USTR",9,,,"Finance",,7122575.38,,,,,,,,3.186,,,,,,27.72,14.52,3.654,3.28,3.21,6.09,7.27,0.72,1.01,0.10,0.11,-2.42,-2.49,-6.14,-6.99,-6.14,-6.99,-4.27,-4.29,,,,,
"USTR4049","2022-03-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.00,,,,,
"USTR4049","2022-03-31","N","USTR",11,,,"Asset Backed",,293606.01,,,,,,,,3.312,,,,,,1.14,0.00,0.000,4.21,0.00,4.00,0.00,0.17,0.00,-0.55,0.00,-1.96,0.00,-2.58,0.00,-2.58,0.00,-2.34,0.00,,,,,
"USTR4049","2022-03-31","N","USTR",12,,,"CMBS",,1401409.49,,,,,,,,3.760,,,,,,5.45,0.00,0.000,4.88,0.00,5.81,0.00,0.43,0.00,-0.07,0.00,-4.10,0.00,-6.63,0.00,-6.63,0.00,-4.71,0.00,,,,,
"USTR4049","2022-03-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR4049","2022-03-31","N","USTR",14,,,"CMO",,93555.26,,,,,,,,3.250,,,,,,0.36,0.00,0.000,4.55,0.00,5.16,0.00,0.29,0.00,-4.00,0.00,-3.63,0.00,-7.91,0.00,-7.91,0.00,-8.69,0.00,,,,,
"USTR4049","2022-03-31","N","USTR",15,,,"CLO / Other",,466521.74,,,,,,,,1.534,,,,,,1.82,0.00,0.000,1.78,0.00,4.23,0.00,0.20,0.00,-0.77,0.00,-0.60,0.00,-0.72,0.00,-0.72,0.00,-0.30,0.00,,,,,
"USTR4049","2022-03-31","N","USTR",16,,,"TOTAL",,25694417.87,,,,,,,,3.057,,,,,,100.00,100.00,3.093,3.36,3.10,9.53,9.51,1.59,1.66,0.12,0.14,-2.90,-2.74,-7.74,-7.57,-7.74,-7.57,-3.70,-3.54,,,,,
"USTR4079","2022-03-31","N","USTR",1,,,"Cash",,97100.75,,,,,,,,0.000,,,,,,0.09,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,,,,,
"USTR4079","2022-03-31","N","USTR",2,,,"Treasury",,10989072.91,,,,,,,,0.357,,,,,,10.56,8.89,0.000,2.67,2.66,20.56,24.18,4.55,6.05,0.12,0.25,-5.76,-6.41,-11.45,-13.53,-11.45,-13.53,-3.17,-1.47,,,,,
"USTR4079","2022-03-31","N","USTR",3,,,"Agency",,410983.79,,,,,,,,4.349,,,,,,0.39,0.00,0.000,4.10,0.00,13.98,0.00,2.63,0.00,0.15,0.00,-1.86,0.00,-13.14,0.00,-13.14,0.00,-7.02,0.00,,,,,
"USTR4079","2022-03-31","N","USTR",4,,,"Local Authority",,402301.20,,,,,,,,7.300,,,,,,0.39,0.00,0.000,4.08,0.00,10.83,0.00,1.60,0.00,0.33,0.00,-4.67,0.00,-9.99,0.00,-9.99,0.00,-3.33,0.00,,,,,
"USTR4079","2022-03-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR4079","2022-03-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR4079","2022-03-31","N","USTR",7,,,"Industrial",,36530221.60,,,,,,,,3.491,,,,,,35.09,63.75,3.284,3.41,3.07,9.87,8.00,1.71,1.20,0.19,0.11,-2.19,-2.30,-8.03,-6.81,-8.03,-6.81,-3.88,-3.75,,,,,
"USTR4079","2022-03-31","N","USTR",8,,,"Utility",,17097803.62,,,,,,,,3.816,,,,,,16.43,12.79,4.021,3.61,3.57,9.63,9.64,1.62,1.55,0.29,0.26,-2.52,-2.71,-8.42,-8.56,-8.42,-8.56,-4.28,-4.39,,,,,
"USTR4079","2022-03-31","N","USTR",9,,,"Finance",,28186941.41,,,,,,,,3.150,,,,,,27.08,14.57,3.678,3.34,3.23,6.27,7.46,0.72,1.04,0.10,0.11,-2.60,-2.53,-6.49,-7.13,-6.49,-7.13,-4.65,-4.31,,,,,
"USTR4079","2022-03-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,,,,,
"USTR4079","2022-03-31","N","USTR",11,,,"Asset Backed",,1771588.54,,,,,,,,2.580,,,,,,1.70,0.00,0.000,4.03,0.00,3.62,0.00,0.14,0.00,-0.74,0.00,-2.29,0.00,-3.61,0.00,-3.61,0.00,-3.37,0.00,,,,,
"USTR4079","2022-03-31","N","USTR",12,,,"CMBS",,5288299.10,,,,,,,,3.661,,,,,,5.08,0.00,0.000,4.66,0.00,6.06,0.00,0.45,0.00,0.02,0.00,-3.88,0.00,-6.58,0.00,-6.58,0.00,-4.49,0.00,,,,,
"USTR4079","2022-03-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR4079","2022-03-31","N","USTR",14,,,"CMO",,603752.79,,,,,,,,3.318,,,,,,0.58,0.00,0.000,3.38,0.00,4.65,0.00,0.27,0.00,-2.83,0.00,-2.61,0.00,-5.52,0.00,-5.52,0.00,-5.92,0.00,,,,,
"USTR4079","2022-03-31","N","USTR",15,,,"CLO / Other",,2715275.99,,,,,,,,1.530,,,,,,2.61,0.00,0.000,1.72,0.00,4.73,0.00,0.25,0.00,-0.68,0.00,-0.51,0.00,-0.55,0.00,-0.55,0.00,0.01,0.00,,,,,
"USTR4079","2022-03-31","N","USTR",16,,,"TOTAL",,104093341.69,,,,,,,,3.077,,,,,,100.00,100.00,3.143,3.38,3.12,9.53,9.57,1.59,1.66,0.11,0.14,-2.82,-2.74,-7.79,-7.66,-7.79,-7.66,-3.83,-3.58,,,,,
"USTR4089","2022-03-31","N","USTR",1,,,"Cash",,710860.31,,,,,,,,0.000,,,,,,0.88,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,,,,,
"USTR4089","2022-03-31","N","USTR",2,,,"Treasury",,12030094.64,,,,,,,,2.065,,,,,,14.93,39.76,1.586,2.53,2.41,17.06,6.67,3.72,0.99,0.26,0.07,-5.17,-3.11,-9.49,-5.58,-9.49,-5.58,-4.38,-3.67,,,,,
"USTR4089","2022-03-31","N","USTR",3,,,"Agency",,294625.06,,,,,,,,5.000,,,,,,0.37,2.14,1.724,4.54,2.56,14.99,3.89,3.16,0.32,0.68,0.04,-1.14,-2.37,-17.01,-4.24,-17.01,-4.24,-8.36,-3.85,,,,,
"USTR4089","2022-03-31","N","USTR",4,,,"Local Authority",,0.00,,,,,,,,0.000,,,,,,0.00,0.92,4.098,0.00,3.37,0.00,8.39,0.00,1.44,0.00,0.31,0.00,-4.64,0.00,-8.17,0.00,-8.17,0.00,-4.16,,,,,
"USTR4089","2022-03-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,1.03,4.142,0.00,3.68,0.00,9.87,0.00,1.82,0.00,0.06,0.00,-0.55,-4.58,-7.01,-4.58,-7.01,-4.07,-3.48,,,,,
"USTR4089","2022-03-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,1.39,1.428,0.00,2.45,0.00,3.59,0.00,0.20,0.00,0.02,0.00,-2.40,0.00,-4.05,0.00,-4.05,0.00,-3.93,,,,,
"USTR4089","2022-03-31","N","USTR",7,,,"Industrial",,9399044.85,,,,,,,,4.027,,,,,,11.67,14.89,3.660,3.96,3.59,9.10,8.80,1.49,1.48,0.06,0.11,-2.03,-2.47,-7.48,-8.03,-7.48,-8.03,-3.80,-4.10,,,,,
"USTR4089","2022-03-31","N","USTR",8,,,"Utility",,3127785.13,,,,,,,,3.775,,,,,,3.88,2.05,3.634,3.60,3.72,8.96,9.93,1.78,1.73,0.28,0.27,-1.27,-2.55,-6.07,-8.80,-6.07,-8.80,-2.31,-4.50,,,,,
"USTR4089","2022-03-31","N","USTR",9,,,"Finance",,8583553.22,,,,,,,,3.485,,,,,,10.65,7.91,3.306,3.74,3.54,5.82,6.05,0.59,0.73,0.06,0.06,-2.66,-2.61,-6.40,-6.72,-6.40,-6.72,-4.26,-4.33,,,,,
"USTR4089","2022-03-31","N","USTR",10,,,"MBS Pass Thru",,13274340.08,,,,,,,,2.894,,,,,,16.48,27.64,2.607,3.44,2.99,4.80,5.71,0.46,0.66,0.00,0.03,-2.70,-2.60,-5.42,-4.97,-5.42,-4.97,-5.33,-4.92,,,,,
"USTR4089","2022-03-31","N","USTR",11,,,"Asset Backed",,6778003.55,,,,,,,,3.426,,,,,,8.41,0.30,1.200,3.95,2.81,2.15,2.15,0.08,0.08,-0.91,0.03,-1.39,-1.71,-2.50,-2.88,-2.50,-2.88,-1.70,-3.06,,,,,
"USTR4089","2022-03-31","N","USTR",12,,,"CMBS",,13648350.97,,,,,,,,3.754,,,,,,16.94,1.97,3.055,5.44,3.26,4.21,4.82,0.25,0.33,-0.21,0.02,-2.70,-2.90,-4.66,-5.59,-4.66,-5.59,-1.26,-4.46,,,,,
"USTR4089","2022-03-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR4089","2022-03-31","N","USTR",14,,,"CMO",,5995591.52,,,,,,,,2.356,,,,,,7.44,0.00,0.000,3.01,0.00,6.89,0.00,0.73,0.00,-1.70,0.00,-1.80,0.00,-3.90,0.00,-3.90,0.00,-1.98,0.00,,,,,
"USTR4089","2022-03-31","N","USTR",15,,,"CLO / Other",,6720534.14,,,,,,,,2.473,,,,,,8.34,0.00,0.000,2.73,0.00,5.90,0.00,0.41,0.00,-0.26,0.00,-0.11,0.00,-0.52,0.00,-0.52,0.00,1.15,0.00,,,,,
"USTR4089","2022-03-31","N","USTR",16,,,"TOTAL",,80562783.47,,,,,,,,3.097,,,,,,100.00,100.00,2.419,3.67,2.91,7.32,6.64,1.09,0.93,-0.20,0.07,-2.54,-2.78,-5.77,-5.93,-5.77,-5.93,-3.11,-4.15,,,,,
"USTR4090","2022-03-31","N","USTR",1,,,"Cash",,-542084.06,,,,,,,,0.000,,,,,,-2.29,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,,,,,
"USTR4090","2022-03-31","N","USTR",2,,,"Treasury",,5249476.93,,,,,,,,1.895,,,,,,22.16,39.76,1.586,2.44,2.41,12.16,6.67,2.12,0.99,0.21,0.07,-4.50,-3.11,-8.04,-5.58,-8.04,-5.58,-3.95,-3.67,,,,,
"USTR4090","2022-03-31","N","USTR",3,,,"Agency",,64281.83,,,,,,,,5.000,,,,,,0.27,2.14,1.724,4.54,2.56,14.99,3.89,3.16,0.32,0.68,0.04,-1.14,-2.37,-17.01,-4.24,-17.01,-4.24,-8.36,-3.85,,,,,
"USTR4090","2022-03-31","N","USTR",4,,,"Local Authority",,0.00,,,,,,,,0.000,,,,,,0.00,0.92,4.098,0.00,3.37,0.00,8.39,0.00,1.44,0.00,0.31,0.00,-4.64,0.00,-8.17,0.00,-8.17,0.00,-4.16,,,,,
"USTR4090","2022-03-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,1.03,4.142,0.00,3.68,0.00,9.87,0.00,1.82,0.00,0.06,0.00,-0.55,-4.58,-7.01,-4.58,-7.01,-4.07,-3.48,,,,,
"USTR4090","2022-03-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,1.39,1.428,0.00,2.45,0.00,3.59,0.00,0.20,0.00,0.02,0.00,-2.40,0.00,-4.05,0.00,-4.05,0.00,-3.93,,,,,
"USTR4090","2022-03-31","N","USTR",7,,,"Industrial",,2681085.30,,,,,,,,4.023,,,,,,11.32,14.89,3.660,3.95,3.59,8.86,8.80,1.43,1.48,0.05,0.11,-2.06,-2.47,-7.50,-8.03,-7.50,-8.03,-3.69,-4.10,,,,,
"USTR4090","2022-03-31","N","USTR",8,,,"Utility",,918241.73,,,,,,,,3.812,,,,,,3.88,2.05,3.634,3.61,3.72,8.82,9.93,1.74,1.73,0.26,0.27,-1.55,-2.55,-6.66,-8.80,-6.66,-8.80,-2.50,-4.50,,,,,
"USTR4090","2022-03-31","N","USTR",9,,,"Finance",,2291480.05,,,,,,,,3.502,,,,,,9.67,7.91,3.306,3.74,3.54,5.88,6.05,0.61,0.73,0.07,0.06,-2.62,-2.61,-6.44,-6.72,-6.44,-6.72,-4.30,-4.33,,,,,
"USTR4090","2022-03-31","N","USTR",10,,,"MBS Pass Thru",,3733910.41,,,,,,,,2.976,,,,,,15.76,27.64,2.607,3.37,2.99,5.10,5.71,0.50,0.66,0.01,0.03,-2.65,-2.60,-5.37,-4.97,-5.37,-4.97,-5.32,-4.92,,,,,
"USTR4090","2022-03-31","N","USTR",11,,,"Asset Backed",,1729590.23,,,,,,,,3.309,,,,,,7.30,0.30,1.200,4.25,2.81,2.43,2.15,0.09,0.08,-1.07,0.03,-1.68,-1.71,-3.04,-2.88,-3.04,-2.88,-2.15,-3.06,,,,,
