ProductID,PeriodDate,AdhocFlag,LineofBusinessCode,SortOrder,EquityFlag,TaxType,BenchmarkFlag,PerformanceType,Description,MTD,QTD,YTD,PriorYear,PriorTwoYear,PriorThreeYear,PriorFourYear,PriorFiveYear,PriorSevenYear,PriorTenYear,CYPriorYear,CYPriorTwoYear,CYPriorThreeYear,CYPriorFourYear,CYPriorFiveYear,CYPriorSixYear,CYPriorSevenYear,CYPriorEightYear,CYPriorNineYear,CYPriorTenYear,CYPriorElevenYear,CYPriorTwelveYear,SinceInceptionReturn,InceptionDate,ValueAdded,Risk,TrackingError,InfoRatio,PriorThreeMonth,PriorSixMonth,PriorNineMonth
"USTR4049","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",0.08,1.48,12.78,12.78,13.04,7.73,7.57,6.96,0.00,0.00,,,,,,,,,,,,,12.78,"2021-01-01",,,,,,,
"USTR4049","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",0.08,1.48,12.78,12.21,12.83,7.45,7.36,6.71,0.00,0.00,,,,,,,,,,,,,12.78,"2021-01-01",,,,,,,
"USTR4079","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",0.04,1.34,12.59,12.59,12.94,7.74,7.64,7.05,0.00,0.00,,,,,,,,,,,,,12.59,"2021-01-01",,,,,,,
"USTR4079","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",0.04,1.34,12.59,12.43,12.91,7.51,7.38,6.78,0.00,0.00,,,,,,,,,,,,,12.59,"2021-01-01",,,,,,,
"USTR4089","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",0.51,1.28,8.62,8.62,8.90,5.96,5.61,5.26,0.00,0.00,,,,,,,,,,,,,8.62,"2021-01-01",,,,,,,
"USTR4089","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",0.51,1.28,8.62,7.51,8.11,5.34,4.89,4.44,0.00,0.00,,,,,,,,,,,,,8.62,"2021-01-01",,,,,,,
"USTR4090","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",0.47,1.09,7.97,7.97,8.83,5.79,5.50,5.13,0.00,0.00,,,,,,,,,,,,,7.97,"2021-01-01",,,,,,,
"USTR4090","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",0.47,1.09,7.97,7.51,8.11,5.34,4.89,4.44,0.00,0.00,,,,,,,,,,,,,7.97,"2021-01-01",,,,,,,
"USTR4091","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",0.06,0.05,3.14,3.14,3.26,2.71,2.15,1.86,0.00,0.00,,,,,,,,,,,,,3.14,"2021-01-01",,,,,,,
"USTR4091","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",0.06,0.05,3.14,3.16,3.37,2.77,2.18,1.91,0.00,0.00,,,,,,,,,,,,,3.14,"2021-01-01",,,,,,,
"USTR4115","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",0.46,1.08,8.13,8.13,8.94,5.90,5.61,5.29,0.00,0.00,,,,,,,,,,,,,8.13,"2021-01-01",,,,,,,
"USTR4115","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",0.46,1.08,8.13,7.51,8.11,5.34,4.89,4.44,0.00,0.00,,,,,,,,,,,,,8.13,"2021-01-01",,,,,,,
"USTR4142","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",0.36,0.85,8.07,8.07,8.82,5.76,5.43,5.15,0.00,0.00,,,,,,,,,,,,,8.07,"2021-01-01",,,,,,,
"USTR4142","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",0.36,0.85,8.07,7.51,8.11,5.34,4.89,4.44,0.00,0.00,,,,,,,,,,,,,8.07,"2021-01-01",,,,,,,
"USTR415","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",0.53,1.37,6.95,6.95,7.47,5.10,4.82,4.48,3.98,3.92,,,,,,,,,,,,,6.95,"2021-01-01",,,,,,,
"USTR415","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",0.53,1.37,6.95,6.43,6.62,4.67,4.03,3.64,3.19,3.11,,,,,,,,,,,,,6.95,"2021-01-01",,,,,,,
"USTR416","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",1.15,1.79,15.34,15.34,13.03,7.66,6.82,6.58,5.41,4.97,,,,,,,,,,,,,15.34,"2021-01-01",,,,,,,
"USTR416","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",1.15,1.79,15.34,15.34,8.31,2.29,2.81,3.33,2.97,3.46,,,,,,,,,,,,,15.34,"2021-01-01",,,,,,,
"USTR4264","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-0.08,1.10,14.91,14.91,15.19,8.79,8.71,7.83,0.00,0.00,,,,,,,,,,,,,14.91,"2021-01-01",,,,,,,
"USTR4264","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-0.08,1.10,14.91,13.91,14.80,8.35,8.41,7.68,0.00,0.00,,,,,,,,,,,,,14.91,"2021-01-01",,,,,,,
"USTR4265","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-0.11,0.93,13.76,13.76,14.21,8.31,8.25,7.52,0.00,0.00,,,,,,,,,,,,,13.76,"2021-01-01",,,,,,,
"USTR4265","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-0.11,0.93,13.76,12.97,13.87,7.91,7.92,7.23,0.00,0.00,,,,,,,,,,,,,13.76,"2021-01-01",,,,,,,
